audio_path,sentence,lang
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000504_speed095.wav,첫째는 산 옆으로 돌아가며 마른 풀을 베어 가지고 돌아왔다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000518_speed105.wav,숙맥이 그걸 모르고 점순이의 키 자라기만 까맣게 기다리지 않았나.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000277_speed095.wav,구선이 잿더미가 된 것을 확인했습니다,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19421164.mp3,"Сегодня наши заботы шире, чем простое подавление агрессии или подобных ей нарушений мира.",ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_37905375.mp3,"Постоянно улучшаются и наши отношения с соседними арабскими странами, а также Индией и Пакистаном.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000269_orig.wav,머리를 까딱해 보이더니 무색해서 내려간다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20188830.mp3,Я хотел бы поблагодарить Его Превосходительство господина Пан Ги Муна за его визит.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000060_speed095.wav,문을 열어.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000317_speed105.wav,오른쪽으로 가.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000334_speed105.wav,한 백 평쯤 되는 못자리에는 논둑이 찰찰 넘치도록 물이 잡혔다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26883541.mp3,Региональное участие в посреднических процессах также играет важную роль.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_37329169.mp3,Соответствующие государства просто не присоединились к нему и ищут другие решения.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000134_noise.wav,하며 목청이 찢어져라고 선생의 입내를 낸다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_37851757.mp3,"Они осуществляют руководство работой информационных агентств, телевизионных компаний, выпуском ежемесячных журналов.",ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26036618.mp3,Ну а что тут на кону?,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19026885.mp3,И в этом ракурсе я очень хорошо понимаю неизменный интерес к расширению Конференции.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_27644936.mp3,Мы тщательно выслушали озабоченности некоторых из моих уважаемых коллег по поводу параллельных дискуссий.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000146_noise.wav,나는 자네들을 친자식같이 아는데 자네들은 그것을 몰라준단 말이어.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20440045.mp3,Вронский взглянул на Левина и графиню Нордстон и улыбнулся.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000215_speed095.wav,그리고 뿡뿡 하는 경적 소리가 가는 철사의 울림 과같이 귓가를 스친다.,ko
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000432.wav,Формулировки данного проекта резолюции соответствуют правилам процедуры и Уставу. 찬란한 문화로 자라난,mixed
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000282.wav,"И существует большая опасность того, что потенциальные нарушители режима нераспространения воспользуются этой лазейкой. 이런 때에 그 바람 소리는 자기들을 위하여 부는 듯하여 다행하였다.",mixed
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000000_noise.wav,춘우가 제발 그런 말을 좀 물어주지 않았으면 좋겠다 하였다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000327_noise.wav,그러는 동안에 옆에 있던 설성월이가 보이지를 아니하였다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000047_orig.wav,영신의 저고리는 수세미가 되고 치마 주름까지 주루루 트더졌다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26804208.mp3,"Предотвращение любого кризиса — военного конфликта, ядерной аварии или террористического нападения — это наша общая задача.",ru
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000384.wav,"Вот всё, что я имею сказать вам. 여러 사람의 머리 위로는 감격의 물결이 사리 때의 조수와 같이 밀리는 듯.",mixed
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000410_speed095.wav,그는 다시 전차를 타고 집으로 향하여 갔다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_27713220.mp3,"Во-первых, состоялись всеобщие выборы, которые прошли гладко и мирно.",ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_42754001.mp3,"Чуть-чуть не забыл тебе сказать, как я купил совершенно ненужное пальто.",ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_25224632.mp3,"Наконец, кандидатура Марокко представляет дело поощрения всеобщих идеалов.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000177_noise.wav,"오 저런, 무언가가 망가졌군요!",ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000016_speed105.wav,벌써 한 달이 넘어가는 러시아의 우크라이나 침공은 대체 언제쯤 멈출까?,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_28136768.mp3,Эстония тепло приветствует эту тенденцию к всеобщему присоединению к Римскому статуту.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_31414836.mp3,"И вдруг, не объяснившись, уехал.",ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20559326.mp3,Империалистическая система Соединенных Штатов Америки использует борьбу с наркотиками в политических целях.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_35323541.mp3,Мозги шлифуем рашпилем языка.,ru
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000446.wav,Предоставление государствами-членами жителям несамоуправляющихся территорий возможностей для получения образования и профессиональной подготовки. 하며 목청이 찢어져라고 선생의 입내를 낸다.,mixed
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000154_speed105.wav,저기?,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000374_speed095.wav,너들 사람 잘못 봤다고!,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_23664893.mp3,Перед ним открывается тяжелая дверь.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000305_orig.wav,가라사대 누가 너의 벗었음을 네게 고하였느냐,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_21846555.mp3,"В нем подчеркивается, что мы не оставляем Афганистан на произвол судьбы.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000192_speed105.wav,하는 생각을 하고서 영숙을 쳐다볼 때 어쩐지 바로 쳐다볼 수가 없었다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_40192468.mp3,Я взглянул на дом священника.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000277_speed105.wav,구선이 잿더미가 된 것을 확인했습니다,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_36293118.mp3,Война всегда античеловечна.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000355_orig.wav,왜 눈을 바루뜨지 못해!,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000476_noise.wav,가을철 들면서부터 덕호는 읍의 출입이 잦아졌다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000003_speed105.wav,그는 어정어정 걸으며 사면을 휘휘 돌아보았다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000264_orig.wav,그때 멀리 들리는 택시의 경적소리가 뿡빵 하고 들려 왔다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000510_speed105.wav,춘우는 창하의 말이 옳다고는 하면서도 듣기에 좋지는 아니하였다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000087_orig.wav,멀리서 사이렌이 울린다,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_21299574.mp3,На протяжении своей полувековой политической карьеры я всегда ратовала за мир.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_18947939.mp3,Еще и еще кто-то.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000370_speed095.wav,저는 당신을 다시 만나 뵈 올 수가 없어요.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000167_noise.wav,오늘은 다행히 담배 꼬투리나마 있으니 그것을 빨면서 발새를 우벼 내지 않았다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19517685.mp3,Сейчас Ассамблея заслушает выступление президента Республики Кипр.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_37398890.mp3,Вронский ничего и никого не видал.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20634178.mp3,Однако мы не можем справиться с этими задачами в одиночку.,ru
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000031.wav,"은희는 두 눈을 감고 마음속으로 그 어머니를 생각하며 빌었습니다. Величайшим препятствием на пути реализации этого идеала является арабо-израильский конфликт, длящийся более полустолетия.",mixed
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_28912679.mp3,"Он останавливается, как будто ждал только слова, и стоит огромный, бородатый, с разорванным воротом.",ru
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000130.wav,Поступали различные предложения о промежуточном подходе. 그나마 억지로 골라 내라면 역시 선비일 것이다.,mixed
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000261.wav,할멈은 올 가을에 새로한 이 무명저고리를 아까워서 입지 못하고 두었던 것이다. Никаких обсуждений ни с кем.,mixed
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19588174.mp3,Наша страна вновь заявляет о своей решимости выполнять свои международные обязательства.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_41981254.mp3,"Я делала всё, чтобы образумить тебя.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000044_noise.wav,민수는 지갑 속에서 돈을 내어 덕호 앞으로 밀어 놓았다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_28690231.mp3,Молча старик встал.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000513_noise.wav,여호와 하나님이 동방의 에덴에 동산을 창설하시고,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000298_noise.wav,간난이는 몸을 솟구지도 못하고 어찌할 줄을 몰랐다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_25649968.mp3,"Это крайне важно для обеспечения того, чтобы ядерная деятельность оставалась мирной.",ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_40878560.mp3,"– Наш разговор принимает нежелательное и, я бы сказал, недостойное нашего возраста направление.",ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_18981648.mp3,Совет вновь настоятельно призывает обе стороны уважать эти обязательства.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000237_noise.wav,여호와 경외하기를 깨달으며 하나님을 알게 되리니,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000514_speed105.wav,신철이는 무의식간에 옥점의 허리를 꼭 껴안았다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19517695.mp3,Подчеркивалась также необходимость поддержания высочайших стандартов ядерной защиты и безопасности.,ru
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000273.wav,"이 한마디는 그의 마지막 소망까지 끊어 버렸다. У них такой же рабочий день, как у нас с вами.",mixed
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000038_speed105.wav,국밥집 부인은 이십 전을 마저 주었으면 하는 눈치를 뻔히 보였다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_24002445.mp3,"Урядник привел меня в избу, стоявшую на высоком берегу реки, на самом краю крепости.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000081_orig.wav,어떻게든지 좀 더 가까이에서 상황을 지켜 봐야겠어,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_25680512.mp3,Мы работаем совместно с братскими странами Латинской Америки и Карибского бассейна.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20118924.mp3,Оба эти решения оказались эффективными инструментами в борьбе за искоренение крайней нищеты.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_32172907.mp3,Ведь люди разные.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000451_noise.wav,선비는 이제야 깨어나는 듯이 부스스 일어앉았다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000473_speed105.wav,그리고 이런 으슥한 곳에서는 손이라도 따 뜻 이 쥐어 주었으면 좋을 것 같았다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20054482.mp3,Я верю в ее роль.,ru
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000046.wav,"Признаки восстановления, которые появились в других местах, у нас пока не ощущаются. 고마워요, 아빠.",mixed
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_21439629.mp3,"На полях повсюду лежат тела и скелеты умерших животных, но некоторые животные выживают.",ru
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000460.wav,Тем не менее я хотел лишь разъяснить суть представленного мною документа. 흉중에 첩첩이 쌓인 말씀은 반가이 얼굴을 대해서 실컷 하십시다.,mixed
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_37512970.mp3,Через минуту мы выехали из слободы и помчались по гладкой дороге.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000180_orig.wav,점심 먹을래?,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_27434778.mp3,"Поэтому настоятельно необходимо добиться существенного прогресса, с тем чтобы противостоять этим вызовам.",ru
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000464.wav,"Вот топор, вот топорище, вот кнут, вот кнутовище. 아버지! 아니 돌아가셨습니까?",mixed
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20294938.mp3,"Это пленарное заседание возобновится сразу же после того, как Комитет завершит свою работу.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000546_orig.wav,내가 땅에서 피하며 유리하는 자가 될찌라,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000481_speed105.wav,고개 숙이지 마십시오.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19700969.mp3,Не заставляй меня выбирать между Джимми и тобой.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000112_speed105.wav,왜 이렇게 오래 걸렸나?,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000063_noise.wav,입에서는 침조차 나오지 않고 배는 등에 붙은 것 같다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000288_orig.wav,는 듯이 상을 찌푸리고 꼴딱꼴딱 마셔 넘긴다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000492_speed095.wav,부지런한 자의 경영은 풍부함에 이를 것이나 조급한 자는 궁핍함에 이를 따름이니라,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000509_noise.wav,당신이 너무나 자랑스러워.,ko
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000109.wav,여호와 하나님이 땅에 비를 내리지 아니하셨고 경작할 사람도 없었으므로 Все большее число стран считают такие космические средства частью своей важнейшей национальной инфраструктуры.,mixed
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_21367539.mp3,"Являясь одной из составляющих нации, армия относится к числу наших приоритетов.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000205_orig.wav,진심이에요?,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20221152.mp3,Этот год будет решающим для Конференции.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000276_speed105.wav,그리고 첫째와 같은 그런 사람에게 있어서는 그 말이 진심에서 나오는 말일지 몰랐다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000398_orig.wav,그는 일을 마치고 이제야 돌아온 눈치다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26809747.mp3,"Она стала нашей проблемой, общей проблемой для всего мира.",ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_25198434.mp3,В настоящее время эти проблемы усугубляются страшным голодом.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000225_orig.wav,이런 때에 그 바람 소리는 자기들을 위하여 부는 듯하여 다행하였다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000111_speed105.wav,가자구.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000362_speed095.wav,가로등에 비치어 떨어지는 눈송이는 마치 여름날 전등불을 싸고 날아드는 하루살이떼 같았다.,ko
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000489.wav,입 속으로 몰래 양치질을 하는 영신을 쳐다본다. Вскоре я выздоровел и мог перебраться на мою квартиру.,mixed
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000279.wav,허무맹랑한 얘기 좀 그만 해. звезды,mixed
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000411_orig.wav,첫째는 무슨 말인가 하여 풍헌의 뒤를 따라 논까지 가보았다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_31605476.mp3,Вы умрете и ваша мама вас больше не увидит.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000297_speed105.wav,하면서도 이번에는 손을 놓을 수밖에 없었다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_27432152.mp3,Я тепло приветствую всех участников совещания.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_23962955.mp3,Я тебе обещал рассказать его историю.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000451_speed095.wav,선비는 이제야 깨어나는 듯이 부스스 일어앉았다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_39442115.mp3,"Кто Нюрку будет бить, Тому худо будет жить.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000436_speed105.wav,그때 첫째는 식욕이 욱 하고 치밀어 그의 어머니까지 밥으로 보였다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_29823010.mp3,Какая гадость!,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000553_orig.wav,그래도 내가 삼사 원은 못 받는 속일세.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_27420664.mp3,Поэтому усилия по преодолению нынешних разногласий между региональными группами следует продолжать.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20383751.mp3,"Я искренне желаю Вам, Сергей Александрович, здоровья, счастья, любви.",ru
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000385.wav,그리고 자기가 부끄러운 듯이 제 얼굴이 뜨거워오는 것을 깨달았다. Ваше блестящее руководство прениями делает честь Организации франкоязычных стран и ее государствам-членам.,mixed
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19499744.mp3,После долгих лет мрака я призываю Ассамблею привнести новый свет в эти прения.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_28863922.mp3,Никто не знал.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000428_noise.wav,저희들끼리 실컨 싸우다가 진하면 툭툭 털고 일어나는 것이다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_28952020.mp3,Но пол часа тому назад её купили!,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_40171776.mp3,Мы приветствуем продление мандата.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000525_noise.wav,시간 재고 잠복기를 줄이려고요,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000519_speed105.wav,아우에게서 자세한 경과를 들은 동혁은 영신에게 오래 있었던 것을 몇 번이나 후회하였다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000003_orig.wav,그는 어정어정 걸으며 사면을 휘휘 돌아보았다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000493_speed095.wav,초롱불은 첫째를 비웃는 듯이 조롱하는 듯이 까뭇까뭇 숨바꼭질을 한다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000342_speed105.wav,영신은 건배의 아낙이 이고 나온 묵직한 함지박을 받아 내려놓는다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000117_speed105.wav,나 하나만 가면 모든 것은 해결될 것입니다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_42479434.mp3,"Эти дискуссии позволили упрочить необходимую транспарентность и уверенность, с тем чтобы продолжать разоружение.",ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_35274784.mp3,Алексею же Александровичу она казалась привлекательною.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_18931087.mp3,Сейчас я предоставляю слово представителю Судана.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19044437.mp3,"Поэтому мы должны в особо позитивном духе приветствовать то, что мы называем «арабской весной».",ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_25880991.mp3,Мы с большим интересом прослушали сегодняшнюю презентацию госпожи Гианнеллы.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000330_speed105.wav,며칠 후에 풍헌이 보이지 않으므로 누구에게 물으니 그는 벌써 어디론지 가버리고 말았다는 것이다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19588162.mp3,"Со своей стороны, они дают нам надежду.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000148_noise.wav,흉중에 첩첩이 쌓인 말씀은 반가이 얼굴을 대해서 실컷 하십시다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_25915507.mp3,Представляет ли оно собой часть работы Конференции по разоружению?,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_36857163.mp3,«Маму-то ты зачем обидел?» — сурово спросил отец.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000080_speed095.wav,엘리베이터만 십 년이에요,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_30516028.mp3,Она упала на них лицом.,ru
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000259.wav,"하는 점이 고등농림의 상급생인 동혁의 주의를 끌어 왔었다. – Ты лови разбойников и шпионов, а я… человек.",mixed
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_31356046.mp3,"Осмотрев бумажку, помощник швейцара остановил ее у другой стеклянной двери.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000456_orig.wav,사실이에요.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19277323.mp3,Сейчас я предоставляю слово представителю Секретариата.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000311_speed105.wav,지금 거기로 갈게요 선생님.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000148_speed095.wav,흉중에 첩첩이 쌓인 말씀은 반가이 얼굴을 대해서 실컷 하십시다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000382_speed105.wav,무릇 이를 탐하는 자의 길은 다 이러하여 자기의 생명을 잃게 하느니라,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_37156584.mp3,Жениться на крестьянке?,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20054483.mp3,"Экономический кризис напомнил нам о том, что мы живем во взаимозависимом мире.",ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_23553811.mp3,"Я никогда не знал, что столько тысяч тонн в моей позорно легкомыслой головенке.",ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_21751813.mp3,"– Это они на вокзал, на погрузку поехали, – важно объяснил Коля Колокольчиков.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000540_noise.wav,영신은 우선 가슴이 설레는 것을 진정시키며 주임의 뒤를 따랐다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_21777243.mp3,Экономический кризис продолжает тяжело сказываться на Гренаде.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000184_speed095.wav,어떤 불쾌한 생각과 아울러자 기도 모를 감정에 떠돌고 있는 것을 깨달았다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_24521986.mp3,Выявление достоинств и недостатков предлагаемой системы,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000499_noise.wav,의와 인자를 따라 구하는 자는 생명과 의와 영광을 얻느니라,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_22923032.mp3,"Товарищи, не уезжайте.",ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_25916801.mp3,Кульминацией этого процесса станет передача полномочий избранной гражданской власти.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_30538378.mp3,"На правой ноге я качал сына, и он смеялся, а теперь.",ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000264_speed095.wav,그때 멀리 들리는 택시의 경적소리가 뿡빵 하고 들려 왔다.,ko
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000296.wav,Это очень хороший город. 그들은 이 종잇조각을 발견할 때마다 머리를 맞대고 재미나게 읽어 보았다.,mixed
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000416_noise.wav,그리고 누가 딴사람이 이서방이라고 거짓말을 하지 않는가 하는 불안이 든다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26044631.mp3,"Что согласовано, то согласовано.",ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26818962.mp3,"Мы будем гарантировать право на работу, достойную пенсию и социальную защиту.",ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_37832036.mp3,Мы призываем все заинтересованные стороны к достижению соглашения.,ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_38524507.mp3,Мы также разрабатываем всеобъемлющую политику в области стрелкового оружия.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000099_noise.wav,그는 놀라 자세히 보니 그가 찾아가던 동무였다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_21887138.mp3,Многие правительственные учреждения и ведомства занимаются этой проблемой под эгидой министерства здравоохранения.,ru
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000327_orig.wav,그러는 동안에 옆에 있던 설성월이가 보이지를 아니하였다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000043_speed105.wav,그러나 그의 어머니의 병은 차도가 보이지 않았습니다.,ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26044622.mp3,Он ожидал Женю долго.,ru
C:\Github\cstool\data\processed\codeswitch_eval\clips\cs_000393.wav,"그 가운데 거뭇거뭇 보이는 기둥, 집의 송장, 재재거리는 사람의 무리 Нового подхода требует вопрос международной безопасности в широком и узком смысле этого слова.",mixed
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000351_noise.wav,부르고 나서 그의 곁으로 바싹 다가앉았다.,ko
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000287_speed105.wav,선생님 말씀은 제가 모두 듣고 있었지요.,ko
