audio_path,sentence,lang
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41595612.mp3,"네, 알아요.",cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_42437034.mp3,이서방은 헐떡헐떡하면서 첫째의 곁으로 와서 그의 손을 끌고 방으로 들어왔다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41761999.mp3,나오는 줄 모르게 이런 말이 굴러 나왔다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40952185.mp3,여러 사람의 머리 위로는 감격의 물결이 사리 때의 조수와 같이 밀리는 듯.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_27706566.mp3,"А то меня пригласил, а ее нет.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40620812.mp3,이상하지 않아?,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40623826.mp3,신철이는 무의식간에 옥점의 허리를 꼭 껴안았다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_31916992.mp3,Сережа накануне дня рождения.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41667953.mp3,열어 봐.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36890314.mp3,어떤 불쾌한 생각과 아울러자 기도 모를 감정에 떠돌고 있는 것을 깨달았다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39818863.mp3,의와 인자를 따라 구하는 자는 생명과 의와 영광을 얻느니라,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972029.mp3,대략 한 다스 정도만 주문하려고 해요.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40057461.mp3,멀리서는 때때로 놀란 듯한 기적 소리도 들리는,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37604564.mp3,사지를 늘어뜨린 영신의 다리와 머리를 번쩍 들고 사무실로 쓰게 된 옆방으로 들어갔다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20877141.mp3,Поэтому мы призываем Секретариат разработать консолидированный инструмент отчетности.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_18898155.mp3,"Их тянули за руки, за ноги, разнимали…",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_22932884.mp3,"Вы знаете, что у нас есть и чего нет.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_21973472.mp3,Нам нужно искренне продолжать усилия по достижению этой цели.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26938428.mp3,Другое соглашение было подписано в прошлом году с Европейским инвестиционным банком.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19499712.mp3,Корейская Народно-Демократическая Республика в условиях этой ядерной угрозы являлась жертвой.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36455824.mp3,또 방들은 지식으로 말미암아 각종 귀하고 아름다운 보배로 채우게 되느니라,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41797778.mp3,참 한 가지 잊어버린 것이 있다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41664442.mp3,집에 가?,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26771294.mp3,Это театр абсурда.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_25437817.mp3,"Вы представители его потребностей, его стремлений!",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_37079383.mp3,Я вижу две просьбы о предоставлении слова — со стороны Алжира и Беларуси.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41742890.mp3,갔다가 그저 오기가 안됐데그려.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998673.mp3,첫째 어머니는 밥그릇을 그의 손에 들려 주었다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_28231988.mp3,Теперь станем продолжать собирание голосов.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26044635.mp3,Поэтому в таких акваториях мы должны активно создавать региональные рыбохозяйственные организации.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_41701019.mp3,Мы выражаем искренние соболезнования семьям погибших.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_24521986.mp3,Выявление достоинств и недостатков предлагаемой системы,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40066837.mp3,눈에는 눈꼽이 끼었습니다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_27207695.mp3,И нам надлежит опираться на свои достижения в сфере ядерного разоружения.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_23967652.mp3,"Надеюсь, что дело не будет иметь никаких последствий и что ты оправдаешься перед комиссией.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39082450.mp3,여기서 만나기는 천만뜻밖이면서도 얼떨김에 정근이가 반갑 기도 하였다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41342328.mp3,말했잖아요.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35884368.mp3,머리를 갈래갈래 헤친 옥점 어머니가 마루로부터 뛰어내려와서 선비의 머리끄덩이를 움켜쥐었다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_24867530.mp3,Страны Латинской Америки учатся преодолевать свою хроническую уязвимость перед лицом этих кризисов.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_21176543.mp3,"Израиль, Индия, Пакистан, Южная Африка.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35965290.mp3,지아비는 돌아오지 않고 어린 딸은 도라지꽃이 좋아 돌무덤으로 갔다,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_25219311.mp3,Не хотите ли посушить вашу одежду?,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_21812016.mp3,Однако у нас есть серьезные сомнения в отношении этого.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972007.mp3,여호와 하나님이 가라사대 사람의 독처하는 것이 좋지 못하니,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37597068.mp3,하며 몹시 마땅하지 않다는 듯이 쳐다본다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_21782970.mp3,"Оно создает угрозу миру, безопасности и развитию региона.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39610437.mp3,도서관에서 만나자.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_33076929.mp3,"Вот всё, что я имею сказать вам.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35866053.mp3,그는 놀라 자세히 보니 그가 찾아가던 동무였다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36890610.mp3,그때 이리로 오는 듯한 신발 소리가 나므로 그는 두 눈을 고양이 눈처럼 떴다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40612785.mp3,"그 정도면 충분했잖아, 뭘 더 바라.",cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998743.mp3,부려만 먹구 왜 성례 안하지유!,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37532459.mp3,지수 언니는 어디 가?,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20204283.mp3,"Мы вынуждены делать больше, используя при этом меньше ресурсов.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38998599.mp3,그는 죽음으로써 모든 것을 당 하리라고 최후의 결심을 굳게 하였던 것이다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19921690.mp3,"Помимо этих вопросов, позиция Франции не изменилась.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26787284.mp3,Наша делегация также хотела бы поблагодарить Бюро Второго комитета и всех сотрудников Секретариата.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_22929317.mp3,"Нет, она занята.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40901298.mp3,숙맥이 그걸 모르고 점순이의 키 자라기만 까맣게 기다리지 않았나.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_42971244.mp3,"Он чувствовал себя не в состоянии делать ни того, ни другого.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38383612.mp3,아직도 컴컴하므로 분명치는 않으나 그 윤곽과 키를 짐작하여 첫째인 것을 알았다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36438714.mp3,"이놈아, 그걸 먹고 취할 내냐",cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19044436.mp3,Этот вопрос также обсуждался в ходе двух предыдущих циклов работы Комиссии.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26973246.mp3,"Иными словами, мы находимся в самом центре изменяющейся глобальной архитектуры экономического управления.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39853475.mp3,멀리서 사이렌이 울린다,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_38571720.mp3,"Эти вопросы, которые требуют безотлагательных совместных действий со стороны мирового сообщества.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36331016.mp3,신철이는 무슨 고리타분한 냄새를 후끈 맡으며 방으로 들어앉았다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_23388884.mp3,"– Ты лови разбойников и шпионов, а я… человек.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37211924.mp3,기천이는 맨 나중에 단장을 짚고 기엄기엄 올라왔다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_36991250.mp3,Каждый раз он различает всё большие и большие подробности.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_38514547.mp3,"Я хотел бы воспользоваться этой возможностью, чтобы рассказать о некоторых важных решениях этого Форума.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_38957022.mp3,Приемные часы окончены.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_23749763.mp3,"– Вы, верно, не здешние? – сказала она.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_43558993.mp3,Женя и Коля стояли у калитки.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_32637198.mp3,Нового подхода требует вопрос международной безопасности в широком и узком смысле этого слова.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_28492800.mp3,Председатель Совета по правам человека может рассчитывать на поддержку Чили в этой связи.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41105328.mp3,그때 어린애가 대답했습니다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35972153.mp3,"학생은 복장, 두발 등 용모에 있어서 자신의 개성을 실현할 권리를 가진다.",cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40548947.mp3,지금 거기로 갈게요 선생님.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39571273.mp3,병실로 떠메어 들어온 뒤에야 영신은 차츰차츰 의식을 회복하였다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_24717545.mp3,Задержка сети,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_31743739.mp3,"Ты представь себе, на голове вместо волос яркая медная проволока!",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35965293.mp3,첫째는 어머니의 궁둥이를 냅다 차고 싶은 것을 꾹 참으며 천장을 멍하니 쳐다보았다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_23115492.mp3,Слова грубого не скажет.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_30613585.mp3,"Ты шлешь моряков на тонущий крейсер, туда, где забытый мяукал котенок.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_38121146.mp3,Звуки заметно увеличивались в силе.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20374708.mp3,Почему же это не оказалось возможным?,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39818905.mp3,그가 직접 본 것이란 그것뿐이니까 그러하였던 것이다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41036338.mp3,하며 목청이 찢어져라고 선생의 입내를 낸다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39767692.mp3,부지런한 자의 경영은 풍부함에 이를 것이나 조급한 자는 궁핍함에 이를 따름이니라,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37638446.mp3,한곡리가 십 리쯤 남은 주막 근처까지 왔을 때였다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26770752.mp3,"Буду продолжать, как начал.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35965291.mp3,신철이는 어찌 보면 감정을 가진 사람 같지 않아 보였다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19021690.mp3,Тем не менее необходимо предпринять еще более значительные шаги в этом отношении.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35848550.mp3,은희는 두 눈을 감고 마음속으로 그 어머니를 생각하며 빌었습니다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_22796982.mp3,"Я не знаю, как ей и на глаза теперь показаться.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_23396554.mp3,О дьявольщина!,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_24532031.mp3,Купи кипу пуха.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_28952026.mp3,"Вдруг к этой даме подошёл интересный молодой человек, одетый во всё клетчатое.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39818901.mp3,이렇게 바람이라도 쐬러 나오셔야지,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_27858220.mp3,Тогда Пышма — вечная жизнь?,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_39815228.mp3,Свобода - эта наша ценность!,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37211943.mp3,제 그곳을 지배하는 무시무시한 정적,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37211933.mp3,신철이는 시멘트 포대와 함께 넘어졌다가 일어났다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_24531934.mp3,Обработка изображений,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36455825.mp3,날은 초저녁보다도 강강한데 싸래기눈이 쌀쌀하게 뿌리기 시작한다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37211937.mp3,휘어잡는 소매를 뿌리치며 일어설 용기가 나지를 않았다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36838382.mp3,껑청 다시 건너와서 춘우는 자기 두 팔 위에 영숙을 선뜻 안았다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41797810.mp3,아이들은 여느 때와 조금도 다름이 없이 재깔거리며 앞을 다투어 우르르 몰려들어온다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41074511.mp3,그의 마음은 마치 용수철 모양으로 줄어들었다가 늘어졌다 하는 것 같이 동요가 많았었다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_29356501.mp3,Смотрите ночка какова!,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_38572959.mp3,"В трубе что-то зашумело, застучало, заклокотало, покатилось и посыпалось.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36838389.mp3,영신은 이야기도 못 하고 장위에 배인 고향의 음식을 걸터듬해서 먹었다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800763.mp3,옥점 어머니는 뭐라고 대답을 하려다가 그만 참았다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35848519.mp3,그것도 춘우에게 어머니 없는 탓으로 돌려 보내지 않을 수 없었다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_24977411.mp3,Поддержка международного сообщества также имеет решающее значение для успеха этой работы.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26206549.mp3,"Генеральная Ассамблея согласовала политическую декларацию, которая изменила жизни миллионов людей во всем мире.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26609185.mp3,Загрузить исходный код программы установки в файловую систему,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_25119272.mp3,"Всемирный банк предупредил о том, что мы находимся на пороге опасной зоны.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41595581.mp3,말 조심해.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_27584869.mp3,"Большое Вам спасибо, наш коллега из Египта.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37439339.mp3,회원들의 특별한 호의라느니보다도 일종의 희생적인 기부금을 굳이 반만 쓰겠다고 사퇴를 하였다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_32446130.mp3,Самоа входит в обе категории.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37211926.mp3,영신은 그 장면이 머릿속에 떠오르기만 해도 가슴이 설레고 얼굴이 화끈화끈 달았다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_38257692.mp3,이거 놔! 놓으라고!,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41761795.mp3,난 신경 안 써.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_39936969.mp3,"Весь длинный трудовой день не оставил в них другого следа, кроме веселости.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_35965292.mp3,그때 비창한 어떤 결심이 그의 전신을 뜨겁게 하였다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549439.mp3,재미없어요.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20407893.mp3,Мы обязаны найти устойчивое решение этим проблемам.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549092.mp3,그리고 무심히 머리맡에 놓인 목화 송이를 집어다 볼에 꼭 대었다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_23952027.mp3,"Сами приложения работают также, как и раньше",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37212020.mp3,그녀는 유아 치고는 매우 밝습니다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19058938.mp3,В этом году мы также отмечаем серьезные успехи.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19287977.mp3,Идеалы демократии универсальны.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39476347.mp3,출동하면 반은 이런 경우죠,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19066566.mp3,"Что касается Соединенных Штатов, то мы гордимся этим достижением.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19060018.mp3,Существующая ядерная угроза подвергает риску само существование человечества.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26965953.mp3,"Хотя мы сделали важные шаги к достижению этой цели, сохраняются значительные проблемы.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26960776.mp3,На самом деле не всегда,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_25792450.mp3,"Перестань, пожалуйста.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36655270.mp3,그리고 앞이 아뜩아뜩해지며 기침이 자꾸 기어나오려고 하였다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_21782978.mp3,В докладе есть также предостережение.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_30556633.mp3,"Я больная и несчастная, делаю непосильную для себя работу.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26923620.mp3,Стоит ли затруднять себя подобными пустяками?,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37597039.mp3,형제는 그 아버지의 시체 앞에 꿇어 엎드려 목을 놓고 울었습니다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41665060.mp3,어서 가.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36838370.mp3,무릇 이를 탐하는 자의 길은 다 이러하여 자기의 생명을 잃게 하느니라,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_36455467.mp3,"«Перезаряжай! Три, два, один... Огонь!» — раз за разом выкрикивал командир.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19529664.mp3,"Китай полагает, что международное сообщество должно сосредоточить свои усилия на следующих областях.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36802472.mp3,거만한 자가 벌을 받으면 어리석은 자는 경성하겠고 지혜로운 자가 교훈을 받으면 지식이 더 하리라,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_41118866.mp3,Это помогало бы Совету учитывать мнения государств-членов при доработке доклада.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41761812.mp3,얼마나 더 걸릴 것 같아요?,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41342392.mp3,익숙해지고 있어요.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37211957.mp3,영신은 우선 가슴이 설레는 것을 진정시키며 주임의 뒤를 따랐다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800748.mp3,그러는 동안에 옆에 있던 설성월이가 보이지를 아니하였다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_31506077.mp3,Где гость?,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_30977813.mp3,И он был невыразимо счастлив.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20210855.mp3,"Во-первых, мне приятно видеть в этом зале участников заседания.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37532457.mp3,가인에게 표를 주사 만나는 누구에게든지 죽임을 면케 하시니라,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19483325.mp3,Наше правительство подтверждает свою приверженность Уставу Организации Объединенных Наций.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39038401.mp3,"그, 아들은 할머니 집에 잘 있죠?",cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_22980422.mp3,Не обращайте внимания.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_40878550.mp3,Он также проявил большой интерес к Африке.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_32172914.mp3,Я сидел внутри инкубатора на вате.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39038377.mp3,구선이 잿더미가 된 것을 확인했습니다,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_21753471.mp3,"Ясно также, что эту проблематику серьезно отягощают политические проблемы и проблемы безопасности.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_40617535.mp3,"Да, я поеду.",cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_25874381.mp3,Я благодарю счетчиков голосов за помощь в проведении этих выборов.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26112671.mp3,На дисциплину разбойников никак нельзя положиться.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37439340.mp3,도깨비 도깨비해두 나같이 밤마다야 보겠나.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_27274287.mp3,И молодые и старые как бы наперегонку косили.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39809139.mp3,얼음을 지쳐 나가는 스케이트 모양으로 미끄러져 가는 듯하였다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39006725.mp3,나는 지금 열심히 공부 하고 있다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_29521670.mp3,звезды,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36890707.mp3,하는 점이 고등농림의 상급생인 동혁의 주의를 끌어 왔었다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_40549083.mp3,야학을 마치고 삼호실로 돌아온 선비는 옷을 입은 채로 자리에 누웠다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36800765.mp3,영신은 건배의 아낙이 이고 나온 묵직한 함지박을 받아 내려놓는다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_20142436.mp3,В последние недели и месяцы многие страны региона захлестывают волны массовых волнений и недовольства.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36890542.mp3,더구나 화장하지 않은 그의 얼굴이 전등불빛에 불 그 레하니 타오른다.,cv_ko
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_39082020.mp3,길을 넘는 옆에 나뭇가지들이 뺨을 때리고 얼굴을 긁어 잡아당긴다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26888957.mp3,Но давайте будем помнить: достичь мира непросто.,cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36838377.mp3,내다보니까 언덕 아래 어떤 집에 불이 붙으며 사람들이 왔다갔다 야단이었습니다.,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_19452972.mp3,Мы все их отвергаем и никогда их не выполним.,cv_ru
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_26819162.mp3,"В этом отношении мы открыты для процедурных реформ, мы открыты для двухгодичных председательств.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37805960.mp3,인천 차가 열한 점에 있고 그 다음에는 새로 두 점이든가,cv_ko
C:\Github\cstool\data\raw\cv_ru\clips\common_voice_ru_25878735.mp3,"Все государства заинтересованы в том, чтобы предупреждать аварии и ошибки и устранять недоверие.",cv_ru
C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_37597066.mp3,벽을 새로 감독과 그가 마주 누운 것이 직각 되자 불쾌하였다.,cv_ko
